"jhi_year","module_name","pedagogy","printing","exam"
2020,"CORRECTIONAL SERVICES ADMINISTRATION 2:MODULE 2 : SOCIAL DYNAMICS IN A CORRECTIONAL CENTRE","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"CORRECTIONAL SERVICES ADMINISTRATION 2:MODULE 2 : SOCIAL DYNAMICS IN A CORRECTIONAL CENTRE","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"CORRECTIONAL SERVICES ADMINISTRATION 2:MODULE 2 : SOCIAL DYNAMICS IN A CORRECTIONAL CENTRE","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"CORRECTIONAL SERVICES ADMINISTRATION 2:MODULE 2 : SOCIAL DYNAMICS IN A CORRECTIONAL CENTRE","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"CORRECTIONAL SERVICES ADMINISTRATION 2:MODULE 2 : SOCIAL DYNAMICS IN A CORRECTIONAL CENTRE","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"CORRECTIONAL SERVICES ADMINISTRATION 2:MODULE 2 : SOCIAL DYNAMICS IN A CORRECTIONAL CENTRE","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"CORRECTIONAL SERVICES ADMINISTRATION 2:MODULE 2 : SOCIAL DYNAMICS IN A CORRECTIONAL CENTRE","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"CORRECTIONAL SERVICES ADMINISTRATION III: MODULE I: COMMUNITY CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"CORRECTIONAL SERVICES ADMINISTRATION III: MODULE I: COMMUNITY CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"CORRECTIONAL SERVICES ADMINISTRATION III: MODULE I: COMMUNITY CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"CORRECTIONAL SERVICES ADMINISTRATION III: MODULE I: COMMUNITY CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"CORRECTIONAL SERVICES ADMINISTRATION III: MODULE I: COMMUNITY CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"CORRECTIONAL SERVICES ADMINISTRATION III: MODULE I: COMMUNITY CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"CORRECTIONAL SERVICES ADMINISTRATION III: MODULE I: COMMUNITY CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"CORRECTIONAL SERVICES ADMINISTRATION III: MODULE I: COMMUNITY CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"CORRECTIONAL SERVICES ADMINISTRATION III: MODULE I: COMMUNITY CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"CORRECTIONAL SERVICES ADMINISTRATION III: MODULE I: COMMUNITY CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"CORRECTIONAL SERVICES ADMINISTRATION III: MODULE I: COMMUNITY CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"CORRECTIONAL SERVICES ADMINISTRATION III: MODULE I: COMMUNITY CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"INTRODUCTION TO CORRECTIONAL MANAGEMENT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"INTRODUCTION TO CORRECTIONAL MANAGEMENT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"INTRODUCTION TO CORRECTIONAL MANAGEMENT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"INTRODUCTION TO CORRECTIONAL MANAGEMENT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"INTRODUCTION TO CORRECTIONAL MANAGEMENT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"INTRODUCTION TO CORRECTIONAL MANAGEMENT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"INTRODUCTION TO CORRECTIONAL MANAGEMENT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"INTRODUCTION TO CORRECTIONAL MANAGEMENT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"INTRODUCTION TO CORRECTIONAL MANAGEMENT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"INTRODUCTION TO CORRECTIONAL MANAGEMENT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"INTRODUCTION TO CORRECTIONAL MANAGEMENT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"INTRODUCTION TO CORRECTIONAL MANAGEMENT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"CORRECTIONAL SERVICES ADMINISTRATION I: MODULE 1: CORRECTIONAL SECURITY","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"CORRECTIONAL SERVICES ADMINISTRATION I: MODULE 1: CORRECTIONAL SECURITY","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"CORRECTIONAL SERVICES ADMINISTRATION I: MODULE 1: CORRECTIONAL SECURITY","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"CORRECTIONAL SERVICES ADMINISTRATION I: MODULE 1: CORRECTIONAL SECURITY","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"CORRECTIONAL SERVICES ADMINISTRATION I: MODULE 1: CORRECTIONAL SECURITY","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"CORRECTIONAL SERVICES ADMINISTRATION I: MODULE 1: CORRECTIONAL SECURITY","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"CORRECTIONAL SERVICES ADMINISTRATION I: MODULE 1: CORRECTIONAL SECURITY","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"CORRECTIONAL SERVICES ADMINISTRATION I: MODULE 1: CORRECTIONAL SECURITY","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"CORRECTIONAL SERVICES ADMINISTRATION I: MODULE 1: CORRECTIONAL SECURITY","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"CORRECTIONAL SERVICES ADMINISTRATION I: MODULE 1: CORRECTIONAL SECURITY","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"CORRECTIONAL SERVICES ADMINISTRATION I: MODULE 1: CORRECTIONAL SECURITY","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"CORRECTIONAL SERVICES ADMINISTRATION I: MODULE 1: CORRECTIONAL SECURITY","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"ADMISSION AND RELEASE MECHANISM","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"ADMISSION AND RELEASE MECHANISM","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"ADMISSION AND RELEASE MECHANISM","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"ADMISSION AND RELEASE MECHANISM","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"ADMISSION AND RELEASE MECHANISM","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"ADMISSION AND RELEASE MECHANISM","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"ADMISSION AND RELEASE MECHANISM","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"ADMISSION AND RELEASE MECHANISM","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"ADMISSION AND RELEASE MECHANISM","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"ADMISSION AND RELEASE MECHANISM","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"ADMISSION AND RELEASE MECHANISM","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"ADMISSION AND RELEASE MECHANISM","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"ADMINISTRATION OF THE CORRECTIONAL SERVICE ACT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"ADMINISTRATION OF THE CORRECTIONAL SERVICE ACT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"ADMINISTRATION OF THE CORRECTIONAL SERVICE ACT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"ADMINISTRATION OF THE CORRECTIONAL SERVICE ACT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"ADMINISTRATION OF THE CORRECTIONAL SERVICE ACT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"ADMINISTRATION OF THE CORRECTIONAL SERVICE ACT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"ADMINISTRATION OF THE CORRECTIONAL SERVICE ACT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"ADMINISTRATION OF THE CORRECTIONAL SERVICE ACT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"ADMINISTRATION OF THE CORRECTIONAL SERVICE ACT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"ADMINISTRATION OF THE CORRECTIONAL SERVICE ACT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"ADMINISTRATION OF THE CORRECTIONAL SERVICE ACT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"ADMINISTRATION OF THE CORRECTIONAL SERVICE ACT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"CORRECTION AND CARE","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"CORRECTION AND CARE","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"CORRECTION AND CARE","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"CORRECTION AND CARE","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"CORRECTION AND CARE","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"CORRECTION AND CARE","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"CORRECTION AND CARE","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"CORRECTION AND CARE","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"CORRECTION AND CARE","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"CORRECTION AND CARE","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"CORRECTION AND CARE","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"CORRECTION AND CARE","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"RESTORATIVE JUSTICE IN CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"RESTORATIVE JUSTICE IN CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"RESTORATIVE JUSTICE IN CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"RESTORATIVE JUSTICE IN CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"RESTORATIVE JUSTICE IN CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"RESTORATIVE JUSTICE IN CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"RESTORATIVE JUSTICE IN CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"RESTORATIVE JUSTICE IN CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"RESTORATIVE JUSTICE IN CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"RESTORATIVE JUSTICE IN CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"RESTORATIVE JUSTICE IN CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"RESTORATIVE JUSTICE IN CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"SPECIAL NEEDS OFFENDERS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"SPECIAL NEEDS OFFENDERS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"SPECIAL NEEDS OFFENDERS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"SPECIAL NEEDS OFFENDERS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"SPECIAL NEEDS OFFENDERS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"SPECIAL NEEDS OFFENDERS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"SPECIAL NEEDS OFFENDERS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"SPECIAL NEEDS OFFENDERS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"SPECIAL NEEDS OFFENDERS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"SPECIAL NEEDS OFFENDERS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"SPECIAL NEEDS OFFENDERS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"SPECIAL NEEDS OFFENDERS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"UNIT AND CASE MANAGEMENT IN CORRECTIONAL SERVICES","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"UNIT AND CASE MANAGEMENT IN CORRECTIONAL SERVICES","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"UNIT AND CASE MANAGEMENT IN CORRECTIONAL SERVICES","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"UNIT AND CASE MANAGEMENT IN CORRECTIONAL SERVICES","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"UNIT AND CASE MANAGEMENT IN CORRECTIONAL SERVICES","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"UNIT AND CASE MANAGEMENT IN CORRECTIONAL SERVICES","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"UNIT AND CASE MANAGEMENT IN CORRECTIONAL SERVICES","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"UNIT AND CASE MANAGEMENT IN CORRECTIONAL SERVICES","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"UNIT AND CASE MANAGEMENT IN CORRECTIONAL SERVICES","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"UNIT AND CASE MANAGEMENT IN CORRECTIONAL SERVICES","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"UNIT AND CASE MANAGEMENT IN CORRECTIONAL SERVICES","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"UNIT AND CASE MANAGEMENT IN CORRECTIONAL SERVICES","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"YOUTH CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"YOUTH CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"YOUTH CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"YOUTH CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"YOUTH CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"YOUTH CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"YOUTH CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"YOUTH CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"YOUTH CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"YOUTH CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"YOUTH CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"YOUTH CORRECTIONS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"CORRECTIONAL SERVICES ADMINISTRATION III: MODULE II: OFFENDER DEVELOPMENT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"CORRECTIONAL SERVICES ADMINISTRATION III: MODULE II: OFFENDER DEVELOPMENT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"CORRECTIONAL SERVICES ADMINISTRATION III: MODULE II: OFFENDER DEVELOPMENT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"CORRECTIONAL SERVICES ADMINISTRATION III: MODULE II: OFFENDER DEVELOPMENT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"CORRECTIONAL SERVICES ADMINISTRATION III: MODULE II: OFFENDER DEVELOPMENT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"CORRECTIONAL SERVICES ADMINISTRATION III: MODULE II: OFFENDER DEVELOPMENT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"CORRECTIONAL SERVICES ADMINISTRATION III: MODULE II: OFFENDER DEVELOPMENT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"CORRECTIONAL SERVICES ADMINISTRATION III: MODULE II: OFFENDER DEVELOPMENT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"CORRECTIONAL SERVICES ADMINISTRATION III: MODULE II: OFFENDER DEVELOPMENT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"CORRECTIONAL SERVICES ADMINISTRATION III: MODULE II: OFFENDER DEVELOPMENT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"CORRECTIONAL SERVICES ADMINISTRATION III: MODULE II: OFFENDER DEVELOPMENT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"CORRECTIONAL SERVICES ADMINISTRATION III: MODULE II: OFFENDER DEVELOPMENT","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"CORRECTIONAL MANAGEMENT PRINCIPLES","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"CORRECTIONAL MANAGEMENT PRINCIPLES","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"CORRECTIONAL MANAGEMENT PRINCIPLES","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"CORRECTIONAL MANAGEMENT PRINCIPLES","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"CORRECTIONAL MANAGEMENT PRINCIPLES","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"CORRECTIONAL MANAGEMENT PRINCIPLES","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"CORRECTIONAL MANAGEMENT PRINCIPLES","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2018,"CORRECTIONAL MANAGEMENT PRINCIPLES","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2023,"CORRECTIONAL MANAGEMENT PRINCIPLES","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2019,"CORRECTIONAL MANAGEMENT PRINCIPLES","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2022,"CORRECTIONAL MANAGEMENT PRINCIPLES","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2024,"CORRECTIONAL MANAGEMENT PRINCIPLES","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2016,"CORRECTIONAL MANAGEMENT CONTROL MECHANISMS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2021,"CORRECTIONAL MANAGEMENT CONTROL MECHANISMS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2026,"CORRECTIONAL MANAGEMENT CONTROL MECHANISMS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2017,"CORRECTIONAL MANAGEMENT CONTROL MECHANISMS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2015,"CORRECTIONAL MANAGEMENT CONTROL MECHANISMS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2020,"CORRECTIONAL MANAGEMENT CONTROL MECHANISMS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
2025,"CORRECTIONAL MANAGEMENT CONTROL MECHANISMS","Digital Correspondence","Study Guide and Tutorial Letters","VENUE"
